<<<<<<< HEAD
SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,VL_APROVACAO_2017_SI_4,VL_APROVACAO_2019_SI_4,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2017,VL_INDICADOR_REND_2019,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2017,VL_NOTA_MATEMATICA_2019,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2017,VL_NOTA_PORTUGUES_2019,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2017,VL_NOTA_MEDIA_2019,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2017,VL_OBSERVADO_2019,VL_OBSERVADO_2021,VL_PROJECAO_2019,VL_PROJECAO_2021,RESULTADO_2019,RESULTADO_2021
PB,2507507.0,João Pessoa,25094173.0,EEEFM E EJA PADRE MIGUELINHO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094181.0,ECI PAPA PAULO VI,Estadual,55.2,84.2,99.8,0.563744,0.870301,0.998328,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094190.0,ECIT JOAO GOULART,Estadual,77.9,81.4,86.9,0.784787,0.804704,0.870091,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094203.0,ECIT DOM JOSE MARIA PIRES,Estadual,57.8,68.4,93.4,0.593625,0.694685,0.943325,ND,256.21,ND,ND,275.6,ND,-,4.413718,-,-,3.1,,,3.3,,
PB,2507507.0,João Pessoa,25094211.0,ECIT JOSE DO PATROCINIO,Estadual,65.3,78.4,99.8,0.658102,0.810794,0.997992,ND,281.33,ND,ND,298.91,ND,-,5.115479,-,-,4.1,,,4.4,,
PB,2507507.0,João Pessoa,25094262.0,EEEF PROFESSOR JOAO JOSE DA COSTA,Estadual,83.8,84.2,82.3,0.848369,0.842506,0.824753,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094432.0,EEEFM DOMINGOS JOSE DA PAIXAO,Estadual,83.9,82.4,100,0.84121,0.84263,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094440.0,EEEFM DR JOAO NAVARRO FILHO,Estadual,-,-,85.3,-,-,0.862351,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094459.0,EEEF DR OTAVIO NOVAIS,Estadual,-,75.8,100,-,0.759689,1,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094629.0,EEEF PROF MARIA GENY DE SOUSA TIMOTEO,Estadual,-,56.5,61.9,-,0.505301,0.619,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094637.0,ECIT PEDRO ANISIO BEZERRA DANTAS,Estadual,63.4,75,99.2,0.650995,0.772062,0.989449,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094653.0,EEEM PROF ORLANDO CAVALCANTI GOMES,Estadual,72.1,70.3,80.1,0.703756,0.718334,0.796888,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094661.0,ECI EEFM PEDRO LINS VIEIRA DE MELO,Estadual,81.2,63.7,87.6,0.820132,0.645708,0.867672,ND,249.38,ND,ND,267.88,ND,-,4.202222,-,-,2.7,,,2.9,,
PB,2507507.0,João Pessoa,25094688.0,ECIT PADRE HILDON BANDEIRA,Estadual,-,62.1,-,-,0.573805,-,-,ND,-,-,ND,-,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094696.0,ECI PADRE IBIAPINA,Estadual,63.3,69.5,100,0.642678,0.702323,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094726.0,ECI EEFM PROFESSOR CELESTIN MALZAC,Estadual,82.4,75.9,93.1,0.8317,0.754691,0.936026,262.19,265.87,ND,270.51,286.12,ND,4.421509,4.706877,-,3.7,3.6,,3.9,4.1,-0.2999999999999998,
PB,2507507.0,João Pessoa,25094742.0,EEEFM PROFESSORA MARIA JACY COSTA,Estadual,69.4,62.2,98.9,0.707813,0.555973,0.991525,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25094750.0,ECI OLIVIO PINTO,Estadual,86.2,71.4,94.5,0.87138,0.746685,0.939055,238.69,252.62,ND,240.32,256.58,ND,3.639507,4.078566,-,3.2,3.0,,3.4,3.6,-0.3999999999999999,
PB,2507507.0,João Pessoa,25094777.0,EEEFM PROF DEBORA DUARTE,Estadual,74.8,74.2,88.2,0.762125,0.731239,0.882974,ND,257.68,ND,ND,263.91,ND,-,4.259364,-,-,3.1,,,3.3,,
PB,2507507.0,João Pessoa,25094793.0,EEEFM SANTOS DUMONT,Estadual,-,-,99.2,-,-,0.989796,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25095013.0,EEEF PROFESSORA ANTONIA RANGEL DE FARIAS,Estadual,77.8,80.2,100,0.762978,0.813571,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25095021.0,EEEFM GONCALVES DIAS,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25095048.0,EEEFM PROF URSULA LIANZA,Estadual,62.1,-,-,0.653022,-,-,ND,-,-,ND,-,-,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25095056.0,ECIT PREFEITO OSWALDO PESSOA,Estadual,68.5,78.7,83.7,0.680846,0.792793,0.838999,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25095080.0,EEEFM PADRE ROMA,Estadual,70.8,73,93.9,0.727876,0.732943,0.941262,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25096702.0,ECIT MARIA DO CARMO DE MIRANDA,Estadual,65.6,85,99,0.698387,0.838685,0.989933,262.1,270.63,ND,269.68,289.61,ND,4.40782,4.825976,-,3.1,4.0,,3.3,3.5,0.7000000000000002,
PB,2507507.0,João Pessoa,25096850.0,IFPB - CAMPUS JOAO PESSOA,Federal,82,88.4,85.9,0.823059,0.891796,0.860442,339.11,ND,ND,330.32,ND,ND,6.397205,-,-,5.3,,,5.5,5.7,,
PB,2507507.0,João Pessoa,25097091.0,EEEFM AUDIOCOMUNICACAO,Estadual,71.2,57.4,98.6,0.741669,0.574477,0.987004,236.94,249.46,ND,249.58,246.32,ND,3.753551,3.880591,-,2.8,2.2,,3.0,3.2,-0.7999999999999998,
PB,2507507.0,João Pessoa,25097725.0,INSTITUTO DE EDUCACAO DA PARAIBA IEP,Estadual,80.4,84.8,83.8,0.829011,0.834758,0.840125,ND,261.39,ND,ND,267.74,ND,-,4.368806,-,-,3.6,,,3.9,,
PB,2507507.0,João Pessoa,25098357.0,ECI LYCEU PARAIBANO,Estadual,88.5,96.8,99.3,0.884718,0.962737,0.993328,ND,283.49,284.1,ND,296.85,294.39,-,5.114978,5.086719,-,4.9,5.1,,5.1,,0.0
PB,2507507.0,João Pessoa,25114484.0,ECIT JOAO ROBERTO BORGES DE SOUZA,Estadual,86.8,72.5,98.5,0.885472,0.772642,0.989796,ND,300.68,ND,ND,309.54,ND,-,5.54638,-,-,4.3,,,4.5,,
PB,2507507.0,João Pessoa,25114506.0,EEEFM PROF JOSE BAPTISTA DE MELLO,Estadual,66.5,75.4,99.2,0.692345,0.760701,0.990835,ND,259.36,ND,ND,271.52,ND,-,4.396882,-,-,3.3,,,3.6,,
PB,2507507.0,João Pessoa,25114905.0,ECI EEFM MILTON CAMPOS,Estadual,-,-,98.9,-,-,0.99118,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25115049.0,ECI EEF PROFESSOR PAULO FREIRE,Estadual,-,69.6,100,-,0.687571,1,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25124277.0,ECIT SEVERINO DIAS DE OLIVEIRA MESTRE SIVUCA,Estadual,76.3,81,-,0.780615,0.813614,-,241.6,248.61,-,235.3,259.76,-,3.605228,4.06985,-,2.8,3.3,,3.0,3.2,0.2999999999999998,
PB,2507507.0,João Pessoa,25126180.0,ECIT CINEASTA LINDUARTE NORONHA,Estadual,57.8,75.2,98.8,0.613656,0.771883,0.989796,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2507507.0,João Pessoa,25128337.0,ECIT JOAO PEREIRA GOMES FILHO,Estadual,-,88.7,100,-,0.906496,1,-,300.62,285.36,-,305.41,298.57,-,5.483711,5.16699,-,5.0,5.2,,5.2,,0.0
PB,2507507.0,João Pessoa,25133667.0,ESCOLA TECNICA ESTADUAL DE ARTE TECNOLOGIA E ECONOMIA CRIATIVA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2507606.0,Juarez Távora,25082272.0,EEEFM DOM ADAUTO,Estadual,70,70.4,91.1,0.717645,0.668109,0.922586,238.45,255.57,ND,244.62,254.72,ND,3.700507,4.092154,-,2.7,2.7,,2.9,3.1,-0.19999999999999973,
PB,2507705.0,Juazeirinho,25041525.0,ECIT DEPUTADO GENIVAL MATIAS,Estadual,82.8,95.3,98.1,0.833263,0.954011,0.980173,255.79,283.06,ND,253.86,282.33,ND,4.08237,4.891573,-,3.4,4.7,,3.6,3.8,1.1,
PB,2507705.0,Juazeirinho,25118358.0,EEEFM DEPUTADO PEDRO PASCOAL DE OLIVEIRA,Estadual,-,82.4,99.1,-,0.825307,0.991293,-,245.44,ND,-,255.77,ND,-,3.965597,-,-,3.3,,,3.5,,
PB,2507804.0,Junco do Seridó,25038478.0,ECIT EZEQUIEL FERNANDES,Estadual,89,74.8,100,0.897169,0.7606,1,ND,275.51,ND,ND,281.85,ND,-,4.778348,-,-,3.6,,,3.9,,
PB,2507903.0,Juripiranga,25088785.0,ECIT TEONAS DA CUNHA CAVALCANTI,Estadual,74.5,81.8,100,0.747447,0.83206,1,ND,253.3,ND,ND,256.17,ND,-,4.081979,-,-,3.4,,,3.6,,
PB,2508000.0,Juru,25034839.0,ECI ARLINDA PESSOA DA SILVA,Estadual,84.7,82.8,99.5,0.847689,0.8333,0.995968,263.7,296.55,273.16,240.9,287.28,275.91,3.999453,5.155141,4.65642,3.4,4.3,4.6,3.6,3.8,0.6999999999999997,0.7999999999999998
PB,2508109.0,Lagoa,25003054.0,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO MEDIO FREI BRUNO,Estadual,81.4,91.5,91.4,0.832515,0.923862,0.914557,ND,284.1,ND,ND,287.92,ND,-,4.989862,-,-,4.6,,,4.8,,
PB,2508208.0,Lagoa de Dentro,25069357.0,EEEFM IVAN BICHARA SOBREIRA,Estadual,64.6,58.8,100,0.619085,0.556184,1,ND,259.08,ND,ND,267.94,ND,-,4.339356,-,-,2.4,,,3.0,,
PB,2508208.0,Lagoa de Dentro,25069373.0,EEEFM GETULIO VARGAS,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2508307.0,Lagoa Seca,25077759.0,ECIT FRANCISCA MARTINIANO DA ROCHA,Estadual,78.2,77,100,0.78498,0.787419,1,ND,257.19,ND,ND,257.22,ND,-,4.152332,-,-,3.3,,,3.5,,
PB,2508406.0,Lastro,25014412.0,ECI EEM NESTORINA ABRANTES,Estadual,85,88,100,0.850363,0.880013,1,ND,261.59,ND,ND,258.95,ND,-,4.240028,-,-,3.7,,,3.9,,
PB,2508505.0,Livramento,25045059.0,ECI JOAO LELYS,Estadual,79.6,82.7,98.9,0.800324,0.836554,0.989933,259.25,280.96,263.45,255.49,289.7,262.43,4.155367,4.972408,4.318247,3.3,4.2,4.3,3.5,3.8,0.7000000000000002,0.5
PB,2508554.0,Logradouro,25067737.0,EEEFM PREF JOSE ANTONIO NEVES,Estadual,93.9,94.4,86.9,0.94231,0.96505,0.866797,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2508604.0,Lucena,25098632.0,ECIT IZAURA FALCAO DE CARVALHO,Estadual,59.7,75.9,88.5,0.626601,0.764612,0.88977,ND,241.27,232.34,ND,250.06,245.71,-,3.821551,3.63101,-,2.9,3.2,,3.1,,0.10000000000000009
PB,2508703.0,Mãe d'Água,25020102.0,EEEFM FRANCISCO ROMANO DA SILVEIRA,Estadual,86.3,63.8,95.8,0.876208,0.61573,0.961296,259.96,272.09,267.64,256.44,271.51,271.3,4.17956,4.575524,4.50988,3.7,2.8,4.3,3.9,4.1,-1.1,0.20000000000000018
PB,2508802.0,Malta,25014692.0,ECIT DOUTOR ANTONIO FERNANDES MEDEIROS,Estadual,67.1,81.6,93.4,0.673884,0.821995,0.931322,ND,270.67,ND,ND,249.35,ND,-,4.223844,-,-,3.5,,,3.7,,
PB,2508901.0,Mamanguape,25086901.0,ECI RUI CARNEIRO,Estadual,83.5,73.3,99.7,0.841812,0.74907,0.997319,ND,266.99,264.9,ND,257.93,276.07,-,4.300601,4.542804,-,3.2,4.5,,3.4,,1.1
PB,2508901.0,Mamanguape,25086928.0,EEEFM PROFESSOR LUIZ APRIGIO,Estadual,69.7,83.7,96.5,0.695733,0.831975,0.965525,ND,260.06,ND,ND,260.14,ND,-,4.236354,-,-,3.5,,,3.7,,
PB,2508901.0,Mamanguape,25086936.0,EEEF II E EJA UMBELINA GARCEZ,Estadual,75.1,64,76.9,0.731962,0.639329,0.764283,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2508901.0,Mamanguape,25122533.0,ECI EEFM DOUTOR GUSTAVO FERNANDES DE LIMA SOBRINHO,Estadual,88.7,67.2,-,0.9,0.678772,-,ND,245.26,-,ND,250.89,-,-,3.890015,-,-,2.6,,,2.8,,
PB,2508901.0,Mamanguape,25127977.0,ECIT VALE DO MAMANGUAPE JOAO DA MATA CAVALCANTI DE ALBUQUERQUE,Estadual,93.2,92.9,97.6,0.945641,0.934876,0.974264,266.68,277.76,ND,265.1,289.64,ND,4.403583,4.926566,-,4.2,4.6,,4.4,4.6,0.1999999999999993,
PB,2509008.0,Manaíra,25036017.0,ECI EEFM MONSENHOR SEBASTIAO RABELO,Estadual,75.9,80,100,0.772299,0.800965,1,251.27,254.45,ND,242.65,259.45,ND,3.851072,4.147232,-,3,3.3,,3.2,3.4,0.09999999999999964,
PB,2509057.0,Marcação,25088068.0,ESCOLA CIDADA INTEGRAL INDIO ANTONIO SINESIO DA SILVA,Estadual,51.6,74,94.2,0.507905,0.750138,0.940046,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2509057.0,Marcação,25120760.0,EEIEFM CACIQUE INIGUACU,Estadual,80.5,71.9,80.2,0.78303,0.726629,0.804746,223.25,239.03,ND,224.92,235.13,ND,3.192114,3.566587,-,2.5,2.6,,2.7,2.9,-0.10000000000000009,
PB,2509057.0,Marcação,25128809.0,EEIEF INDIO PEDRO MAXIMO DE LIMA,Estadual,90.7,63.8,81.9,0.899023,0.655641,0.81512,229.75,232.28,ND,235.22,233.71,ND,3.437598,3.450526,-,3.1,2.3,,3.3,3.5,-1.0,
PB,2509107.0,Mari,25088963.0,EEEIEF AUGUSTO DOS ANJOS,Estadual,-,71.6,100,-,0.723734,1,-,262.52,ND,-,260.65,ND,-,4.278539,-,-,3.1,,,3.3,,
PB,2509107.0,Mari,25089013.0,ECIT JOSE PAULO DE FRANCA,Estadual,75,87.7,97.9,0.763002,0.872784,0.978442,254.05,ND,ND,251.99,ND,ND,4.029938,-,-,3.1,,,3.3,3.5,,
PB,2509156.0,Marizópolis,25019538.0,ECIT ESTADUAL DOUTOR SILVA MARIZ,Estadual,78.9,94.7,100,0.792437,0.94209,1,237.72,271.66,249.58,232.51,263.83,253.31,3.508967,4.454515,3.986917,2.8,4.2,4.0,3.0,3.2,1.2000000000000002,0.7999999999999998
PB,2509206.0,Massaranduba,25078135.0,ECI EEFM MARIA ZECA SOUZA,Estadual,90.4,85,98.8,0.900613,0.857233,0.987316,233.05,237.91,ND,227.78,240.12,ND,3.372569,3.625558,-,3,3.1,,3.2,3.5,-0.10000000000000009,
PB,2509206.0,Massaranduba,25078143.0,EEEFM EVERALDO AGRA,Estadual,89.6,78.3,-,0.889962,0.788692,-,217.24,246.26,-,204.27,244.28,-,2.798572,3.805108,-,2.5,3.0,,2.7,2.9,0.2999999999999998,
PB,2509305.0,Mataraca,25087738.0,ECI PEDRO POTI,Estadual,63.3,56,92.2,0.627228,0.575199,0.9240120000000001,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2509339.0,Matinhas,25063359.0,EEEFM DESEMBARGADOR ARTHUR VIRGINIO DE MOURA,Estadual,78,81.8,99,0.80747,0.802216,0.990286,239.94,244.55,245.44,251.02,251.17,245.7,3.817242,3.884235,3.814849,3.1,3.1,3.8,3.3,3.5,-0.19999999999999973,0.2999999999999998
PB,2509370.0,Mato Grosso,25002457.0,ECIEEM JOSE SERAFIM DE LIMA,Estadual,77.4,77.8,-,0.780734,0.78403,-,252.43,291.65,-,241.75,292.94,-,3.853891,5.171051,-,3,4.1,,3.2,3.4,0.8999999999999995,
PB,2509396.0,Maturéia,25037781.0,EEEFM ANTONIO MOACIR DANTAS CAVALCANTI,Estadual,84.6,76.3,83.1,0.853987,0.750327,0.831973,221.64,257.34,ND,213.29,246.89,ND,2.9954,3.999798,-,2.6,3.0,,2.8,3.0,0.20000000000000018,
PB,2509404.0,Mogeiro,25082493.0,ECIT OTAVIA SILVEIRA,Estadual,63.7,78.5,100,0.640373,0.795368,1,ND,258.79,ND,ND,260.64,ND,-,4.226002,-,-,3.4,,,3.6,,
PB,2509503.0,Montadas,25062069.0,ECI MARIA JOSE DE SOUZA,Estadual,86.7,90.7,94.4,0.870481,0.911233,0.942959,252.88,266.87,263.76,247.5,267.77,273.9,3.946289,4.446221,4.494308,3.4,4.1,4.2,3.6,3.9,0.49999999999999956,0.30000000000000027
PB,2509602.0,Monte Horebe,25009559.0,EEEFM BONIFACIO SARAIVA DE MOURA,Estadual,91.4,88.1,89.7,0.913401,0.881032,0.906065,269.43,282.03,ND,267.64,279.31,ND,4.48023,4.831897,-,4.1,4.3,,4.3,4.5,0.0,
PB,2509701.0,Monteiro,25045377.0,ECIT JOSE LEITE DE SOUSA,Estadual,83.9,96.5,100,0.839716,0.967462,1,ND,256.54,ND,ND,274.57,ND,-,4.402933,-,-,4.3,,,4.5,,
PB,2509701.0,Monteiro,25045466.0,EEEM BENTO TENORIO DE SOUSA ESCOLA DO CAMPO,Estadual,87.4,94.6,96.3,0.878517,0.954545,0.967392,ND,234.78,240.13,ND,241.06,239.64,-,3.595669,3.649552,-,3.4,3.5,,3.6,,-0.10000000000000009
PB,2509701.0,Monteiro,25045555.0,EEEF MIGUEL SANTA CRUZ,Estadual,-,80.4,88.4,-,0.822365,0.885297,-,243.71,ND,-,232.37,ND,-,3.591,-,-,3.0,,,3.2,,
PB,2509701.0,Monteiro,25115359.0,EEEFM JOAO DE OLIVEIRA CHAVES,Estadual,77.9,89,92.3,0.771348,0.891556,0.91927,ND,263.49,ND,ND,257.64,ND,-,4.247103,-,-,3.8,,,4.0,,
PB,2509701.0,Monteiro,25284940.0,IFPB - CAMPUS MONTEIRO,Federal,82.5,91.7,87.7,0.836161,0.920168,0.876055,ND,320.37,ND,ND,314.81,ND,-,5.901817,-,-,5.4,,,5.6,,
PB,2509800.0,Mulungu,25069675.0,ECI EEFM MAJOR ANTONIO DE AQUINO,Estadual,84.3,79.9,95.9,0.853919,0.7948,0.958477,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2509800.0,Mulungu,25069683.0,EEEF JARDILINA CRUZ PEREIRA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2509909.0,Natuba,25084526.0,ECIT FRANCISCO DE ALBUQUERQUE MONTENEGRO,Estadual,87,75.6,97.9,0.87589,0.760719,0.978805,247.08,262.38,ND,242.9,273.21,ND,3.795966,4.464597,-,3.3,3.4,,3.5,3.8,-0.10000000000000009,
PB,2510006.0,Nazarezinho,25014951.0,ECIEEM FRANCISCO AUGUSTO CAMPOS,Estadual,71,73.7,99.6,0.740598,0.741996,0.995968,251.83,270.57,239.12,241.49,264.74,244.9,3.841572,4.452828,3.714109,2.8,3.3,3.7,3.1,3.3,0.19999999999999973,0.40000000000000036
PB,2510105.0,Nova Floresta,25056620.0,ECI EEFM JOSE ROLDERICK DE OLIVEIRA,Estadual,86.4,62.9,98,0.872965,0.641604,0.983193,251.06,ND,ND,258.6,ND,ND,4.086895,-,-,3.6,,,3.8,4.0,,
PB,2510204.0,Nova Olinda,25025635.0,ECIT JOAO LEITE NETO,Estadual,87.8,92.7,100,0.893766,0.932365,1,250.17,281.93,265.4,238.77,278.92,261.16,3.777539,4.824654,4.326623,3.4,4.5,4.3,3.6,3.8,0.8999999999999999,0.5
PB,2510303.0,Nova Palmeira,25042351.0,ECI ANTONIO COELHO DANTAS,Estadual,93.7,98.4,100,0.934023,0.983471,1,291.4,298.98,282.73,283.58,295.8,281.37,5.02742,5.316815,4.872567,4.7,5.2,4.9,4.9,5.1,0.2999999999999998,-0.1999999999999993
PB,2510402.0,Olho d'Água,25025830.0,ECI EEM ANTONIO AVELINO DE ALMEIDA,Estadual,88.6,87.7,97.6,0.887766,0.880167,0.977744,247.23,233.09,ND,238.71,236.94,ND,3.735349,3.510256,-,3.3,3.1,,3.5,3.7,-0.3999999999999999,
PB,2510501.0,Olivedos,25056778.0,COL MUL MONSENHOR STANISLAU,Municipal,81.4,-,-,0.83727,-,-,ND,-,-,ND,-,-,-,-,-,-,,,,,,
PB,2510501.0,Olivedos,25120859.0,ESCOLA CIDADA INTEGRAL ESTADUAL MEDIO PROFESSORA MARIA JOSE COSTA DE ALBUQUERQUE,Estadual,-,92.1,100,-,0.906745,1,-,292.19,ND,-,292.7,ND,-,5.175043,-,-,4.7,,,4.9,,
PB,2510600.0,Ouro Velho,25046764.0,EEEFM NOSSA SRA DAS GRACAS,Estadual,85.5,96.8,100,0.842907,0.969195,1,ND,252.84,ND,ND,259.27,ND,-,4.121925,-,-,4.0,,,4.2,,
PB,2510659.0,Parari,25047469.0,EEEFM JAIRO AIRES CALUETE,Estadual,96,94.3,100,0.95897,0.948079,1,269.67,291.6,251.39,256.21,287.62,254.58,4.312493,5.090708,4.031351,4.1,4.8,4.0,4.4,4.6,0.39999999999999947,-0.5999999999999996
PB,2510709.0,Passagem,25020366.0,EEEM CONEGO MACHADO,Estadual,93.9,93.2,100,0.940088,0.929658,1,283.46,288.48,ND,268.73,281.67,ND,4.693598,4.957816,-,4.4,4.6,,4.6,4.8,0.0,
PB,2510808.0,Patos,25020650.0,EEEF CAIC DR ROMERO ABDON Q DA NOBREGA,Estadual,72.7,89.5,-,0.778355,0.893938,-,250.45,ND,-,242.66,ND,-,3.839705,-,-,3,,,3.2,3.4,,
PB,2510808.0,Patos,25020854.0,ECI DOUTOR DIONISIO DA COSTA,Estadual,78.9,94,100,0.733457,0.947169,1,ND,276.38,ND,ND,264.47,ND,-,4.530388,-,-,4.3,,,4.5,,
PB,2510808.0,Patos,25020889.0,EEEM LUCIA WANDERLEY DE FREITAS,Estadual,97,94.4,100,0.965892,0.940445,1,277.83,262.4,237.32,279.43,265.76,236.13,4.774705,4.353351,3.557541,4.6,4.1,3.6,4.8,5.0,-0.7000000000000002,-1.4
PB,2510808.0,Patos,25020900.0,EEEFM ANTONIA ARAUJO,Estadual,79.9,91.8,95.7,0.795895,0.915178,0.955379,ND,287.46,ND,ND,281.31,ND,-,4.938101,-,-,4.5,,,4.7,,
PB,2510808.0,Patos,25020927.0,ECI AUZENIR LACERDA,Estadual,74.6,89,99.5,0.749537,0.860408,0.993927,260.82,293.28,ND,252.7,289.76,ND,4.135651,5.14634,-,3.1,4.4,,3.3,3.5,1.1000000000000005,
PB,2510808.0,Patos,25020935.0,ECI MONSENHOR MANOEL VIEIRA,Estadual,94.5,97,99,0.943957,0.967085,0.991603,277.58,305.38,ND,271.77,302.63,ND,4.656523,5.508948,-,4.4,5.3,,4.6,4.8,0.7000000000000002,
PB,2510808.0,Patos,25020960.0,EEEF CORIOLANO DE MEDEIROS,Estadual,78.2,79.2,89.2,0.781705,0.794565,0.900329,ND,264.61,ND,ND,269.89,ND,-,4.446216,-,-,3.5,,,3.7,,
PB,2510808.0,Patos,25020986.0,EEEF RIO BRANCO,Estadual,85.8,89.3,99.1,0.866194,0.892108,0.99118,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2510808.0,Patos,25021427.0,ENE D EXPEDITO E DE OLIVEIRA,Estadual,-,-,75.4,-,-,0.733935,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2510808.0,Patos,25103563.0,EEEFM PROFESSOR JOSE GOMES ALVES,Estadual,76.3,76.7,90.9,0.76705,0.750525,0.907833,ND,255.75,ND,ND,262.51,ND,-,4.211299,-,-,3.2,,,3.4,,
PB,2510808.0,Patos,25130153.0,ECIT LYNALDO CAVALCANTI DE ALBUQUERQUE,Estadual,-,-,100,-,-,1,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2510808.0,Patos,25281925.0,IFPB - CAMPUS PATOS,Federal,87.6,94,90.4,0.910222,0.935236,0.90528,ND,323.61,ND,ND,316.41,ND,-,5.971275,-,-,5.6,,,5.8,,
PB,2510907.0,Paulista,25015320.0,ECIT FRANCISCO DE SA CAVALCANTE,Estadual,77.7,85.9,-,0.77534,0.868454,-,260.1,286.52,-,262.2,277.14,-,4.267754,4.862474,-,3.3,4.2,,3.5,3.7,0.7000000000000002,
PB,2510907.0,Paulista,25115219.0,EEEF PROFESSORA MARGARIDA MEDEIROS,Estadual,-,-,99.2,-,-,0.990835,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2511004.0,Pedra Branca,25031481.0,ECI EEM JOAO DE SOUSA PRIMO,Estadual,73.1,91.7,96.3,0.739415,0.918028,0.961014,ND,262.35,260.04,ND,259.36,267.77,-,4.25684,4.350294,-,3.9,4.2,,4.1,,0.10000000000000053
PB,2511103.0,Pedra Lavrada,25042661.0,ECI GRACILIANO FONTINI LORDAO,Estadual,94.8,96.2,100,0.960092,0.964663,1,265.52,288.52,278,257.41,285.54,282.41,4.272171,5.016312,4.821703,4.1,4.8,4.8,4.3,4.5,0.5,0.2999999999999998
PB,2511103.0,Pedra Lavrada,25153200.0,EEEM MATILDES DE MELO BURUTI,Estadual,69.2,69.3,100,0.622813,0.689935,1,263.44,ND,ND,265.96,ND,ND,4.370951,-,-,2.7,,,3.0,3.3,,
PB,2511202.0,Pedras de Fogo,25100696.0,ECI JOAO URSULO,Estadual,77.9,97.7,100,0.77664,0.971198,1,228.02,258.4,273.36,231.56,272.54,285.12,3.358509,4.398668,4.797104,2.6,4.3,4.8,2.8,3.0,1.5,1.7999999999999998
PB,2511202.0,Pedras de Fogo,25117521.0,EEEFM PROF GETULIO CESAR RODRIGUES GUEDES,Estadual,76.9,90.2,100,0.768687,0.911772,1,ND,241.94,ND,ND,248.39,ND,-,3.805961,-,-,3.5,,,3.7,,
PB,2511301.0,Piancó,25027026.0,ECIT ESTADUAL SANTO ANTONIO,Estadual,65.6,86.6,95.4,0.666298,0.891401,0.954715,ND,251.28,ND,ND,257.22,ND,-,4.069327,-,-,3.6,,,3.8,,
