<<<<<<< HEAD
SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,VL_APROVACAO_2017_SI_4,VL_APROVACAO_2019_SI_4,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2017,VL_INDICADOR_REND_2019,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2017,VL_NOTA_MATEMATICA_2019,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2017,VL_NOTA_PORTUGUES_2019,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2017,VL_NOTA_MEDIA_2019,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2017,VL_OBSERVADO_2019,VL_OBSERVADO_2021,VL_PROJECAO_2017,VL_PROJECAO_2019,VL_PROJECAO_2021,RESULTADO_2017,RESULTADO_2019,RESULTADO_2021
PB,2502409.0,Bonito de Santa Fé,25006223.0,ECI EEM MONSENHOR MORAIS,Estadual,100,94.4,-,1,0.944,-,ND,247.07,-,ND,246.51,-,-,4.893,-,,4.6,,4.4,4.7,5.0,,-0.10000000000000053,
PB,2502409.0,Bonito de Santa Fé,25006231.0,EEEF JOAQUIM NABUCO,Estadual,67.6,77.4,100,0.677475,0.761271,1,243.31,226.17,ND,248.65,229.97,ND,4.866,4.269,-,3.3,3.2,,3.3,3.6,3.8,0.0,-0.3999999999999999,
PB,2502409.0,Bonito de Santa Fé,25006827.0,EMEIF MARIA ALMEIDA DE SOUSA,Municipal,-,-,93.4,-,-,0.932591,-,-,209.77,-,-,214.26,-,-,3.733833,,,3.5,,,,,,
PB,2502409.0,Bonito de Santa Fé,25006908.0,EMEIF PROF MOZART RODRIGUES,Municipal,63.2,77,100,0.659167,0.781141,1,ND,ND,ND,ND,ND,ND,-,-,-,,,,3.5,3.7,4.0,,,
PB,2502409.0,Bonito de Santa Fé,25007033.0,EMEIF PROF JOAO NERY,Municipal,69.9,97.5,100,0.698565,0.974876,1,248.16,249.93,233.79,285.87,252.83,248.35,5.567167,5.046,4.702333,3.9,4.9,4.7,,4.1,4.4,,0.8000000000000007,0.2999999999999998
PB,2502508.0,Boqueirão,25051563.0,EMEF AGROTECNICA JOSE AUGUSTO LIRA,Municipal,83.2,-,-,0.854778,-,-,232.65,-,-,235.79,-,-,4.474,-,-,3.8,,,4.6,4.8,5.1,-0.7999999999999998,,
PB,2502508.0,Boqueirão,25051580.0,ECIT CONSELHEIRO JOSE BRAZ DO REGO,Estadual,81.5,93.5,100,0.813647,0.927625,1,ND,275.74,253.38,ND,275.8,257.32,-,5.859,5.178333,,5.4,5.2,3.6,3.9,4.2,,1.5000000000000004,1.0
PB,2502508.0,Boqueirão,25052071.0,EMEF EUFLAUDIZIA RODRIGUES,Municipal,83.9,68.8,97.1,0.870769,0.712646,0.973605,-,243.43,ND,-,241.74,ND,-,4.752833,-,,3.4,,3.7,4.0,4.3,,-0.6000000000000001,
PB,2502508.0,Boqueirão,25053086.0,EMEF JOSE FERNANDES DE OLIVEIRA,Municipal,85.7,82.8,97.3,0.848134,0.825981,0.970811,221.92,239.23,ND,236.16,226.78,ND,4.301333,4.4335,-,3.6,3.7,,,3.9,4.2,,-0.19999999999999973,
PB,2502508.0,Boqueirão,25117700.0,EEEFM SEVERINO BARBOSA CAMELO,Estadual,87,71.6,100,0.877242,0.712019,1,241.41,ND,ND,232.66,ND,ND,4.567833,-,-,4.0,,,,4.3,4.5,,,
PB,2502508.0,Boqueirão,25120239.0,EMEF PADRE INACIO,Municipal,82.5,73.1,77,0.834059,0.740514,0.77037,247.14,242.63,ND,255.41,243.72,ND,5.0425,4.7725,-,4.2,3.5,,4.4,4.7,4.9,-0.20000000000000018,-1.2000000000000002,
PB,2502607.0,Igaracy,25023845.0,COLEGIO MUNICIPAL NOSSA SENHORA DOS REMEDIOS,Municipal,80.5,83.4,94.1,0.801189,0.838405,0.939271,221.36,254.69,232.83,226.76,238.65,226.74,4.135333,4.889,4.326167,3.3,4.1,4.1,4.0,4.3,4.5,-0.7000000000000002,-0.20000000000000018,-0.40000000000000036
PB,2502607.0,Igaracy,25023896.0,ECI JOSELITA BRASILEIRO,Estadual,81.4,87.2,100,0.812585,0.886223,1,244.5,250.19,231.64,229.1,248.14,233.66,4.56,4.972167,4.421667,3.7,4.4,4.4,3.7,4.0,4.2,0.0,0.40000000000000036,0.20000000000000018
PB,2502706.0,Borborema,25065513.0,ECIT EFIGENIO LEITE,Estadual,48.9,66.7,-,0.500651,0.635714,-,ND,231.85,-,ND,234.86,-,-,4.445167,-,,2.8,,3.6,3.9,4.2,,-1.1,
PB,2502706.0,Borborema,25065521.0,EMEF JOSE AMANCIO RAMALHO,Municipal,77.4,72.6,91,0.771765,0.732802,0.90313,ND,ND,ND,ND,ND,ND,-,-,-,,,,3.4,3.6,3.9,,,
PB,2502706.0,Borborema,25065556.0,ESC MUL LEONOR RAMALHO,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.2,4.5,4.7,,,
PB,2502805.0,Brejo do Cruz,25000640.0,ECIT JOSE OLIMPIO MAIA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.1,4.4,4.6,,,
PB,2502805.0,Brejo do Cruz,25000659.0,EEEFM ANTONIO GOMES,Estadual,73.3,68.6,-,0.728531,0.661893,-,ND,232.19,-,ND,238.37,-,-,4.509333,-,,3.0,,3.7,4.0,4.3,,-1.0,
PB,2502805.0,Brejo do Cruz,25000691.0,E M E F PROFESSORA TEREZINHA GARCIA PEREIRA,Municipal,94.2,97.3,99.7,0.939182,0.972935,0.996463,ND,263.3,262.05,ND,257.92,262.25,-,5.353667,5.405,,5.2,5.4,4.6,4.9,5.1,,0.2999999999999998,0.3000000000000007
PB,2502805.0,Brejo do Cruz,25000780.0,E M E F CONEGO SANDOVAL,Municipal,96,92.6,100,0.9632,0.925001,1,250.61,231.4,ND,256.43,245.28,ND,5.117333,4.611333,-,4.9,4.3,,3.6,3.9,4.2,1.3000000000000003,0.3999999999999999,
PB,2502805.0,Brejo do Cruz,25001078.0,E M E F JOSUE ALVES DE AZEVEDO,Municipal,88.7,97.9,100,0.893683,0.982364,1,245.02,254.19,ND,247.83,231.87,ND,4.880833,4.767667,-,4.4,4.7,,3.5,3.7,4.0,0.9000000000000004,1.0,
PB,2502805.0,Brejo do Cruz,25001108.0,E M E F PROFESSOR MANOEL TORRES,Municipal,90.8,98.1,100,0.910277,0.982649,1,248.26,237.28,242.3,241.66,233.72,240.73,4.832,4.516667,4.717167,4.4,4.4,4.7,3.8,4.0,4.3,0.6000000000000005,0.40000000000000036,0.40000000000000036
PB,2502904.0,Brejo dos Santos,25001477.0,ECI EEFM PROFESSORA DIVA GUEDES DE ARAUJO,Estadual,80.3,89.5,100,0.774557,0.889934,1,227.48,224.22,ND,224.25,213.78,ND,4.1955,3.966667,-,3.2,3.5,,3.6,3.8,4.1,-0.3999999999999999,-0.2999999999999998,
PB,2502904.0,Brejo dos Santos,25001493.0,EMEF ARAO TEODOMIRO DE SOUSA,Municipal,78.8,84.1,94,0.796695,0.853109,0.937898,ND,243.31,ND,ND,238.95,ND,-,4.704333,-,,4.0,,3.7,4.0,4.3,,0.0,
PB,2503001.0,Caaporã,25100475.0,EMEFM ADAUTO VIANA,Municipal,79.6,74.8,92.9,0.801827,0.742135,0.931167,ND,ND,214.79,ND,ND,223.94,-,-,3.978833,,,3.7,4.2,4.5,4.7,,,-1.0
PB,2503001.0,Caaporã,25100580.0,ESCOLA MUN MARIA EMILIA VALENCA,Municipal,92.7,86.9,100,0.928117,0.864737,1,207.15,ND,203,201.17,ND,205.95,3.472,-,3.4825,3.2,,3.5,3.2,3.5,3.7,0.0,,-0.20000000000000018
PB,2503001.0,Caaporã,25100629.0,ESCOLA MUN SEVERINA HELENA DOS SANTOS VELOSO,Municipal,78,82.7,92.6,0.776734,0.828303,0.924143,217.82,ND,ND,224.19,ND,ND,4.0335,-,-,3.1,,,3.9,4.2,4.4,-0.7999999999999998,,
PB,2503001.0,Caaporã,25115316.0,EMEF PROFª RITA ARAUJO DA SILVA,Municipal,85.2,86.6,91.5,0.844339,0.86066,0.910832,219.73,212.46,ND,222.21,216.47,ND,4.032333,3.8155,-,3.4,3.3,,3.8,4.0,4.3,-0.3999999999999999,-0.7000000000000002,
PB,2503001.0,Caaporã,25132156.0,EMEF VEREADOR MANOEL RICARDO DE ALBUQUERQUE,Municipal,-,-,90.4,-,-,0.890342,-,-,225.95,-,-,223.04,-,-,4.149833,,,3.7,,,,,,
PB,2503100.0,Cabaceiras,25053124.0,ECIT ALCIDES BEZERRA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.2,4.5,4.8,,,
PB,2503100.0,Cabaceiras,25053159.0,EEEF CLOVIS PEDROSA,Estadual,95.8,84.4,100,0.958791,0.843339,1,282.69,268.56,268.89,275.29,273.21,276.8,5.966333,5.696167,5.7615,5.7,4.8,5.8,4.5,4.8,5.1,1.2000000000000002,0.0,0.7000000000000002
PB,2503100.0,Cabaceiras,25114093.0,EMEF ABDIAS AIRES DE QUEIROZ,Municipal,91.6,89.6,96,0.91763,0.894176,0.960232,286.51,276.53,265.52,271.01,263.53,265.38,5.958667,5.667667,5.515,5.5,5.1,5.3,4.4,4.7,4.9,1.0999999999999996,0.39999999999999947,0.39999999999999947
PB,2503209.0,Cabedelo,25091549.0,ECI JOSE GUEDES CAVALCANTE,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.3,4.6,4.8,,,
PB,2503209.0,Cabedelo,25091565.0,EEEF AUGUSTO SEVERO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2503209.0,Cabedelo,25091573.0,EEEF JOAO XXIII,Estadual,77.8,83.9,96.6,0.794782,0.833307,0.970124,ND,ND,ND,ND,ND,ND,-,-,-,,,,4.0,4.3,4.5,,,
PB,2503209.0,Cabedelo,25091603.0,EEEFM PEDRO AMERICO,Estadual,49.6,30.5,-,0.510813,0.077318,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,,,,
PB,2503209.0,Cabedelo,25091611.0,EEEFM PROFESSOR PEDRO ANIBAL MOURA,Estadual,79.2,-,-,0.792,-,-,ND,-,-,ND,-,-,-,-,-,,,,4.4,4.6,4.9,,,
PB,2503209.0,Cabedelo,25091620.0,ECI EEFM ABREU E LIMA,Estadual,-,66.2,-,-,0.627276,-,-,ND,-,-,ND,-,-,-,-,,,,3.9,4.2,4.5,,,
PB,2503209.0,Cabedelo,25091638.0,ECI IMACULADA CONCEICAO,Estadual,63.4,86.5,100,0.630808,0.863954,1,210.84,223.07,ND,201.78,225.71,ND,3.543667,4.146333,-,2.2,3.6,,4.3,4.5,4.8,-2.0999999999999996,-0.8999999999999999,
PB,2503209.0,Cabedelo,25091735.0,ESCOLA MUNICIPAL MAJOR ADOLFO PEREIRA MAIA,Municipal,87.4,85.3,91.1,0.873327,0.831011,0.906526,ND,247.5,ND,ND,244.62,ND,-,4.868667,-,,4.0,,4.8,5.0,5.3,,-1.0,
PB,2503209.0,Cabedelo,25091743.0,ECIM - MARIA JOSE DE MIRANDA BURITY,Municipal,82.1,94.7,100,0.838011,0.944013,1,ND,235.3,ND,ND,234.94,ND,-,4.504,-,,4.3,,4.0,4.2,4.5,,0.09999999999999964,
PB,2503209.0,Cabedelo,25091751.0,ESC MUL MARIA PESSOA CAVALCANTI,Municipal,95.5,96.6,90.1,0.94942,0.965251,0.898136,246.39,256.74,253.31,254.11,258.12,254.96,5.008333,5.247667,5.137833,4.8,5.1,4.6,4.3,4.6,4.8,0.5,0.5,-0.20000000000000018
PB,2503209.0,Cabedelo,25091760.0,ESC MUL PAULINO SIQUEIRA,Municipal,100,85.7,92.3,1,0.853133,0.916963,ND,234.98,ND,ND,239.94,ND,-,4.582,-,,3.9,,3.6,3.9,4.1,,0.0,
PB,2503209.0,Cabedelo,25091778.0,ESCOLA MUNICIPAL PLACIDO DE ALMEIDA,Municipal,83,94.5,85.5,0.837538,0.944245,0.867725,ND,224.15,ND,ND,216.71,ND,-,4.014333,-,,3.8,,4.0,4.2,4.5,,-0.40000000000000036,
PB,2503209.0,Cabedelo,25091786.0,ESC MUL ROSA FIGUEIREDO DE LIMA,Municipal,85,91.3,95.8,0.855841,0.914568,0.957728,ND,240.7,ND,ND,247.41,ND,-,4.801833,-,,4.4,,4.4,4.7,5.0,,-0.2999999999999998,
PB,2503209.0,Cabedelo,25091794.0,ESC MUL VEREADOR PEDRO AMERICO DA SILVA,Municipal,79.1,89.5,91.4,0.801761,0.907515,0.913684,ND,249.83,ND,ND,263.89,ND,-,5.228667,-,,4.7,,4.4,4.6,4.9,,0.10000000000000053,
PB,2503209.0,Cabedelo,25107925.0,ESC MUL PROFª ELIZABETH FERREIRA DA SILVA,Municipal,89.5,96.9,100,0.896514,0.97414,1,268.53,256.33,251.57,275.58,257.46,260.8,5.735167,5.229833,5.206167,5.1,5.1,5.2,3.7,4.0,4.3,1.3999999999999995,1.0999999999999996,0.9000000000000004
PB,2503209.0,Cabedelo,25107933.0,ESC MUL MARIA DAS GRACAS CARLOS REZENDE,Municipal,100,94.8,88.2,1,0.939266,0.893601,ND,224.16,ND,ND,229.78,ND,-,4.232333,-,,4.0,,,,4.2,,,
PB,2503209.0,Cabedelo,25122410.0,EMEF MARIZELDA LIRA DA SILVA,Municipal,-,95.2,89.7,-,0.951413,0.911068,-,ND,ND,-,ND,ND,-,-,-,,,,4.3,4.5,4.8,,,
PB,2503308.0,Cachoeira dos Índios,25007092.0,ECI EEFM PROFESSOR ADALBERTO DE SOUSA OLIVEIRA,Estadual,85.3,76.7,100,0.847187,0.77411,1,239.65,247,ND,246.23,242.9,ND,4.764667,4.831667,-,4.0,3.7,,4.0,4.3,4.6,0.0,-0.5999999999999996,
PB,2503308.0,Cachoeira dos Índios,25007327.0,EMEIEF MARIA CANDIDO DE OLIVEIRA,Municipal,68.3,64.8,99.8,0.696015,0.66602,0.998241,ND,270.7,239.47,ND,263.6,242.16,-,5.571667,4.693833,,3.7,4.7,3.7,4.0,4.3,,-0.2999999999999998,0.40000000000000036
PB,2503308.0,Cachoeira dos Índios,25007394.0,EMEIF JOAO IZIDRO DE SOUZA,Municipal,72.2,79.7,94.8,0.729832,0.79137,0.967636,253.85,278.81,257.43,265.69,269.19,258.85,5.325667,5.8,5.271333,3.9,4.6,5.1,,4.1,4.4,,0.5,0.6999999999999993
PB,2503407.0,Cacimba de Areia,25019813.0,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO MEDIO ALDO SATIRO XAVIER,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.0,5.3,5.5,,,
PB,2503407.0,Cacimba de Areia,25020013.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL E MEDIO DONA CAPITULINA SATIRO,Municipal,88.8,91.5,94.8,0.891626,0.9144,0.948897,237.08,255.04,ND,242.55,255.91,ND,4.6605,5.1825,-,4.2,4.7,,4.2,4.5,4.8,0.0,0.20000000000000018,
PB,2503506.0,Cacimba de Dentro,25059610.0,EEEF PERILO DE OLIVEIRA,Estadual,94.7,-,98.7,0.950819,-,0.987253,ND,-,253.02,ND,-,256.96,-,-,5.166333,,,5.1,,,,,,
PB,2503506.0,Cacimba de Dentro,25059629.0,ECI HUMBERTO LUCENA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.4,4.6,4.9,,,
PB,2503506.0,Cacimba de Dentro,25059840.0,EMEF SENADOR RUY CARNEIRO,Municipal,-,94.7,100,-,0.95123,1,-,242.29,237.33,-,258.75,232.63,-,5.017333,4.499333,,4.8,4.5,,,5.0,,,-0.5
PB,2503506.0,Cacimba de Dentro,25059980.0,EMEF PRES JOSE SARNEY,Municipal,80.2,93.3,98.4,0.788435,0.937579,0.984431,230.72,244.49,241.06,238.86,258.24,243.96,4.493,5.0455,4.750333,3.5,4.7,4.7,4.3,4.6,4.8,-0.7999999999999998,0.10000000000000053,-0.09999999999999964
PB,2503506.0,Cacimba de Dentro,25116096.0,EMEF ANTONIO GOMES DE SOUSA,Municipal,79.1,80.1,94.2,0.782002,0.797894,0.934881,ND,244.59,ND,ND,232.78,ND,-,4.622833,-,,3.7,,4.7,5.0,5.2,,-1.2999999999999998,
PB,2503506.0,Cacimba de Dentro,25120301.0,EMEF MARIA APARECIDA GOMES DE SOUSA,Municipal,75.1,80.8,96.2,0.749618,0.819239,0.954942,246.95,257.39,ND,255.73,246.37,ND,5.044667,5.062667,-,3.8,4.1,,4.9,5.2,5.4,-1.1000000000000005,-1.1000000000000005,
PB,2503506.0,Cacimba de Dentro,25122908.0,EEEFMN PEDRO TARGINO DA COSTA MOREIRA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.3,4.5,4.8,,,
PB,2503555.0,Cacimbas,25033794.0,EEEFM PEDRO TERTO DA CUNHA,Estadual,-,63.6,-,-,0.570997,-,-,234.93,-,-,216.75,-,-,4.194667,-,,2.4,,3.7,4.0,4.2,,-1.6,
PB,2503555.0,Cacimbas,25033883.0,EMEF JOAQUIM CASSIANO ALVES,Municipal,63.5,59.3,90.5,0.643746,0.587782,0.907179,ND,230.9,226.21,ND,223.99,217.87,-,4.248167,4.068,,2.5,3.7,,,3.0,,,0.7000000000000002
PB,2503555.0,Cacimbas,25033948.0,EMEF VEREADOR MANOEL DE ALMEIDA,Municipal,64,71.1,93.6,0.644515,0.709223,0.936413,231.53,224.99,ND,224.91,242,ND,4.274,4.449833,-,2.8,3.2,,3.8,4.1,4.3,-1.0,-0.8999999999999995,
PB,2503555.0,Cacimbas,25034065.0,EMEIEF JOAO HELENO DE MARIA,Municipal,72.8,71.1,91.5,0.732079,0.712959,0.918836,205.49,224.68,ND,220.49,228.07,ND,3.766333,4.2125,-,2.8,3.0,,,3.0,3.2,,0.0,
PB,2503555.0,Cacimbas,25034111.0,EMEF TERTULINO CUNHA,Municipal,81.2,82,87.1,0.816005,0.825637,0.873051,231.95,215.65,218.67,235.61,210.02,220.18,4.459333,3.761167,3.980833,3.6,3.1,3.5,3.4,3.7,3.9,0.20000000000000018,-0.6000000000000001,-0.3999999999999999
PB,2503605.0,Caiçara,25067460.0,ECI EEM PROFESSORA MARIA GERTRUDES DE CARVALHO NEVES,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.5,4.8,5.1,,,
PB,2503605.0,Caiçara,25067478.0,EEEF DOUTOR JOAO SOARES,Estadual,-,69.2,100,-,0.701821,1,-,ND,ND,-,ND,ND,-,-,-,,,,,,,,,
PB,2503605.0,Caiçara,25067575.0,EMEF JOAO ALVES DE CARVALHO,Municipal,79,79.2,72.6,0.791358,0.792911,0.723925,ND,238.89,244.84,ND,233.94,253.73,-,4.547167,4.976167,,3.6,3.6,4.0,4.2,4.5,,-0.6000000000000001,-0.8999999999999999
PB,2503704.0,Cajazeiras,25007718.0,EEEFM PROF MANOEL MANGUEIRA LIMA,Estadual,49.7,68,98.9,0.477157,0.637214,0.988753,226.02,257.35,ND,231.96,244.62,ND,4.299667,5.032833,-,2.1,3.2,,3.9,4.1,4.4,-1.7999999999999998,-0.8999999999999995,
PB,2503704.0,Cajazeiras,25007726.0,ECI PROFESSOR CRISPIM COELHO,Estadual,43.4,80.4,100,0.427004,0.803119,1,ND,278.3,259.85,ND,268.56,268.7,-,5.781,5.475833,,4.6,5.5,3.9,4.2,4.5,,0.39999999999999947,1.0
PB,2503704.0,Cajazeiras,25007734.0,EEEF COMANDANTE VITAL ROLIM,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.3,3.5,3.8,,,
PB,2503704.0,Cajazeiras,25007742.0,EEEF DOM MOISES COELHO,Estadual,88.1,80,100,0.881633,0.802233,1,248.62,247.69,ND,250.91,248.03,ND,4.992167,4.928667,-,4.4,4.0,,4.3,4.6,4.9,0.10000000000000053,-0.5999999999999996,
PB,2503704.0,Cajazeiras,25007785.0,ECIT CRISTIANO CARTAXO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.9,4.2,4.4,,,
PB,2503704.0,Cajazeiras,25007807.0,EMEIEF JOAQUIM VICTOR JUREMA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2503704.0,Cajazeiras,25007840.0,EEEF MONSENHOR JOAO MILANES,Estadual,82.7,79.7,100,0.833648,0.771306,1,ND,252.43,ND,ND,251.74,ND,-,5.0695,-,,3.9,,4.8,5.0,5.3,,-1.1,
PB,2503704.0,Cajazeiras,25007904.0,EEEFM MONS CONSTANTINO VIEIRA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.0,4.2,4.5,,,
PB,2503704.0,Cajazeiras,25007998.0,EMEIEF ANTONIO DE SOUSA DIAS,Municipal,63.9,84.3,89.1,0.625416,0.838349,0.890989,243.08,264.79,243.42,252.55,252.96,243.7,4.927167,5.295833,4.785333,3.1,4.4,4.3,4.0,4.2,4.5,-0.8999999999999999,0.20000000000000018,-0.20000000000000018
PB,2503704.0,Cajazeiras,25008137.0,EMEIEF AUGUSTO BERNARDINO DE SOUZA,Municipal,-,76.1,98.6,-,0.767288,0.989691,-,242.51,236.41,-,256,241.86,-,4.975167,4.637833,,3.8,4.6,,,4.1,,,0.5
PB,2503704.0,Cajazeiras,25008145.0,EMEIEF CAROLINO DE SOUSA NETO,Municipal,86,80.4,100,0.840253,0.812629,1,266.62,269.28,253.72,268.22,263.09,256.2,5.580667,5.5395,5.165333,4.7,4.5,5.2,3.9,4.1,4.4,0.8000000000000003,0.40000000000000036,0.7999999999999998
PB,2503704.0,Cajazeiras,25008153.0,EMEIEF CECILIA ESTOLANO MEIRELES,Municipal,70.3,82.4,100,0.712459,0.823557,1,265.46,266.67,ND,265.86,269.22,ND,5.522,5.598167,-,3.9,4.6,,4.4,4.7,4.9,-0.5000000000000004,-0.10000000000000053,
PB,2503704.0,Cajazeiras,25008188.0,EMEIEF COSTA E SILVA,Municipal,76.2,77.3,100,0.761575,0.780088,1,263.18,260.29,251.38,260.05,262.44,250.2,5.387167,5.378833,5.026333,4.1,4.2,5.0,3.1,3.4,3.6,0.9999999999999996,0.8000000000000003,1.4
PB,2503704.0,Cajazeiras,25008382.0,EMEIEF JOSE MARTINS DE OLIVEIRA,Municipal,76.1,88.9,100,0.789575,0.872417,1,-,240.64,ND,-,245.85,ND,-,4.774833,-,,4.2,,4.0,4.3,4.6,,-0.09999999999999964,
PB,2503704.0,Cajazeiras,25008412.0,EMEIEF LUIZ CARTAXO ROLIM,Municipal,64.9,70.1,100,0.67355,0.721029,1,257.03,255.94,239.2,255.35,254.06,238.22,5.206333,5.166667,4.623667,3.5,3.7,4.6,4.2,4.4,4.7,-0.7000000000000002,-0.7000000000000002,-0.10000000000000053
PB,2503704.0,Cajazeiras,25008439.0,EMEIEF MANOEL GONCALVES DA SILVA,Municipal,78.4,89.6,98.7,0.780385,0.89787,0.988892,260.27,264.53,ND,260.67,246.43,ND,5.349,5.182667,-,4.2,4.7,,4.0,4.2,4.5,0.20000000000000018,0.5,
PB,2503704.0,Cajazeiras,25008480.0,EMEIEF MATIAS DUARTE ROLIM,Municipal,71.6,82.4,100,0.69947,0.854797,1,276.17,273.24,263.15,253.63,261.47,233.16,5.496667,5.5785,4.9385,3.8,4.8,4.9,,4.1,4.3,,0.7000000000000002,0.6000000000000005
PB,2503704.0,Cajazeiras,25009001.0,EMEIEF VITORIA BEZERRA,Municipal,71.6,83.3,98.7,0.728638,0.840267,0.985164,247.16,272.41,257.62,247.63,266.12,263.14,4.913167,5.642167,5.346,3.6,4.7,5.3,3.3,3.6,3.9,0.30000000000000027,1.1,1.4
PB,2503704.0,Cajazeiras,25009028.0,EMEIEF GALDINO PIRES FERREIRA,Municipal,-,81.3,99,-,0.816146,0.992327,-,233.58,ND,-,226.03,ND,-,4.326833,-,,3.5,,,,3.8,,,
PB,2503704.0,Cajazeiras,25009150.0,EMEIEF JOSE ANTONIO DIAS,Municipal,68.1,85.6,88.3,0.705966,0.829958,0.870809,253.62,246.65,ND,266.53,263.75,ND,5.335833,5.173333,-,3.8,4.3,,3.3,3.5,3.8,0.5,0.7999999999999998,
PB,2503704.0,Cajazeiras,25106139.0,EMEIEF ANTONIO TABOSA RODRIGUES - CAIC,Municipal,77,67.7,100,0.799281,0.676269,1,-,ND,ND,-,ND,ND,-,-,-,,,,3.9,4.2,4.4,,,
PB,2503753.0,Cajazeirinhas,25016059.0,EEEFM MARIA SOLEDADE ASSIS FREITAS,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2503753.0,Cajazeirinhas,25016326.0,ESCOLA MUN DEP JANDUHY CARNEIRO,Municipal,84,90.4,100,0.849634,0.905913,1,251.38,268.84,253.66,261.41,257.38,244.01,5.213167,5.437,4.961167,4.4,4.9,5.0,4.2,4.4,4.7,0.20000000000000018,0.5,0.2999999999999998
PB,2503803.0,Caldas Brandão,25080261.0,ECI EEM MANOEL AVELINO PAIVA,Estadual,66.2,71.6,89.1,0.606325,0.705789,0.892437,ND,241.23,ND,ND,245.51,ND,-,4.779,-,,3.4,,4.8,5.0,5.3,,-1.6,
PB,2503803.0,Caldas Brandão,25080270.0,EEEFM DE CALDAS BRANDAO,Estadual,-,95.2,-,-,0.963193,-,-,203.33,-,-,227.09,-,-,3.840333,-,,3.7,,,,3.9,,,
PB,2503803.0,Caldas Brandão,25080296.0,ESC MUL CONEGO JOSE MARIA MESQUITA,Municipal,82.1,-,97.1,0.831264,-,0.974243,247.42,-,ND,245.53,-,ND,4.8825,-,-,4.1,,,,4.3,4.6,,,
PB,2503803.0,Caldas Brandão,25080326.0,EMEIF MARIA VIEGAS DE PAIVA,Municipal,72.1,-,-,0.729519,-,-,228.3,-,-,249.79,-,-,4.634833,-,-,3.4,,,4.2,4.4,4.7,-0.8000000000000003,,
PB,2503803.0,Caldas Brandão,25080385.0,EM VIRGILIA CORDEIRO GUEDES,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,2.7,3.0,3.2,,,
PB,2503803.0,Caldas Brandão,25129228.0,EMEF NELSON CLEMENS CORDEIRO GUEDES,Municipal,70.8,80.9,82.2,0.713883,0.81122,0.836074,230.9,234.89,ND,245.61,240.71,ND,4.6085,4.593333,-,3.3,3.7,,,3.5,3.8,,0.20000000000000018,
PB,2503902.0,Camalaú,25044362.0,ECIT PEDRO BEZERRA FILHO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.1,4.4,4.7,,,
PB,2503902.0,Camalaú,25044486.0,EMEF FRANCISCO CHAVES VENTURA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.1,5.4,5.6,,,
PB,2503902.0,Camalaú,25129546.0,CENTRO EDUCACIONAL PROFESSORA ODETE MACIEL FIRMO,Municipal,82.2,81.6,95.4,0.816637,0.818378,0.954237,267.55,276.79,ND,256.81,257.83,ND,5.406,5.577,-,4.4,4.6,,,4.7,4.9,,-0.10000000000000053,
PB,2504009.0,Campina Grande,25070703.0,CAIC JOSE JOFILLY,Estadual,62.4,65.6,100,0.561799,0.592128,1,ND,241.19,228.57,ND,248,243.83,-,4.819833,4.54,,2.9,4.5,4.4,4.7,4.9,,-1.8000000000000003,-0.40000000000000036
