SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,ORIGEM,CATEGORY
PB,2514453.0,São José dos Ramos,25089382.0,EMEF PROFª MARIA CAXIAS DE LIMA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514453.0,São José dos Ramos,25089412.0,EMEIF JOSE FRANCISCO DA COSTA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514503.0,São José de Piranhas,25010565.0,ECIT PREFEITO JOAQUIM LACERDA LEITE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2514503.0,São José de Piranhas,25010670.0,EEEF BAIRRO SANTO ANTONIO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514503.0,São José de Piranhas,25010727.0,EEEF SANTA MARIA GORETE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514503.0,São José de Piranhas,25011901.0,EMEIF JOAO BATISTA CAMPOS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2514503.0,São José de Piranhas,25012070.0,EMEIF ANTONIO LACERDA NETO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514503.0,São José de Piranhas,25117530.0,EMEIF JOAQUIM PEREIRA LIMA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514552.0,São José de Princesa,25036980.0,ESCOLA MUNICIPAL JOAQUIM ANTAS FLORENTINO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514552.0,São José de Princesa,25037137.0,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO DEPUTADO NOMINANDO MUNIZ DINIZ,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2514602.0,São José do Bonfim,25023179.0,EMEF SENADOR HUMBERTO LUCENA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514651.0,São José do Brejo do Cruz,25109820.0,E M E F M PLACIDO FRANCISCO SARAIVA LEAO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514701.0,São José do Sabugi,25039504.0,EEEFM OLAVO BILAC,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2514701.0,São José do Sabugi,25039520.0,EMEF MANOEL RODRIGUES PINTO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2514800.0,São José dos Cordeiros,25047450.0,ECIEEFM BARTOLOMEU MARACAJA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2514909.0,São Mamede,25039997.0,EEEFM NAPOLEAO ABDON DA NOBREGA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2514909.0,São Mamede,25112783.0,EMEFM MARINA SOUTO GOUVEIA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2515005.0,São Miguel de Taipu,25089552.0,EEEFM MARIA LINS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2515005.0,São Miguel de Taipu,25089560.0,EEEFM SEVERINA DE HOLANDA CAVALCANTI,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2515005.0,São Miguel de Taipu,25089625.0,ESC MUL GOV FLAVIO RIBEIRO COUTINHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515005.0,São Miguel de Taipu,25115545.0,CIEM - HENRIQUE VIEIRA DE A MELO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515104.0,São Sebastião de Lagoa de Roça,25062220.0,ECI EEM MONSENHOR JOSE BORGES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2515104.0,São Sebastião de Lagoa de Roça,25062239.0,EEEF ELIDIO SOBREIRA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515104.0,São Sebastião de Lagoa de Roça,25062557.0,EMEF ANTONIO PEDRO DOS SANTOS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2515203.0,São Sebastião do Umbuzeiro,25048350.0,EEEFM MALAQUIAS BATISTA FEITOSA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2515203.0,São Sebastião do Umbuzeiro,25048686.0,EMEIF PEDRO PEDROSA AMADOR,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515203.0,São Sebastião do Umbuzeiro,25128914.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL II PROFESSOR MAURO SEVERIANO LEITE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2515302.0,Sapé,25089773.0,EEEF STELLA DA CUNHA SANTOS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515302.0,Sapé,25089781.0,ECI MONSENHOR ODILON ALVES PEDROSA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2515302.0,Sapé,25089811.0,EEEFM FAZENDA BURACAO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2515302.0,Sapé,25089820.0,EEEFM GENTIL LINS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2515302.0,Sapé,25089889.0,EEEF PROF MARIA JOSE VIEIRA FERREIRA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515302.0,Sapé,25090100.0,EMEIEF SANTA HELENA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515302.0,Sapé,25090240.0,EMEF CASSIANO RIBEIRO COUTINHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515302.0,Sapé,25090372.0,EMEIEF LUIZ JOSE GONCALO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515302.0,Sapé,25090437.0,EMEF LUIZ IGNACIO RIBEIRO COUTINHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515302.0,Sapé,25090569.0,EMEF JULIA FIGUEIREDO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515302.0,Sapé,25090607.0,EMEF PEDRO RAMOS COUTINHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515401.0,São Vicente do Seridó,25043870.0,EEEF INACIO CLAUDINO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515401.0,São Vicente do Seridó,25043897.0,ECI EEM CICERO DOS ANJOS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2515401.0,São Vicente do Seridó,25043935.0,EMEF DAMIAO ZELO DE GOUVEIA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515401.0,São Vicente do Seridó,25044192.0,EMEFM RAIMUNDO ASFORA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2515500.0,Serra Branca,25048775.0,EEEFM MARIA BALBINA PEREIRA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2515500.0,Serra Branca,25048848.0,EEEF VASCONCELOS BRANDAO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515500.0,Serra Branca,25048880.0,EEEFM SENADOR JOSE GAUDENCIO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2515500.0,Serra Branca,25049119.0,EMEIEF CONEGO JOAO MARQUES PEREIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515609.0,Serra da Raiz,25070576.0,ECI MARIA JOSE DE MIRANDA BURITY,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2515609.0,Serra da Raiz,25070584.0,EEEF PADRE EMIDIO FERNANDES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515609.0,Serra da Raiz,25070592.0,EMEF JOAO NEPOMUCENO DE OLIVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515708.0,Serra Grande,25032950.0,EMEF ACADEMICO FRANCISCO VIDAL DE MOURA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515708.0,Serra Grande,25032968.0,ECIEEM PROF JOSEFA JUSTINO GOMES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2515807.0,Serra Redonda,25080016.0,ECIEEFM DOM ADAUTO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2515807.0,Serra Redonda,25080083.0,GR ESC SEVERINO BERNARDO MARINHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515807.0,Serra Redonda,25080121.0,GR ESC EDUARDO MEDEIROS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515906.0,Serraria,25066013.0,ECI EEFM ANTONIO BENTO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2515906.0,Serraria,25066188.0,EMEIF NOEMIA CARVALHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515906.0,Serraria,25066293.0,EMEIF PROFESSOR CLOVIS DOS SANTOS LIMA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515930.0,Sertãozinho,25068342.0,ECI EEFM JOAO DE FREITAS MOUZINHO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2515930.0,Sertãozinho,25070304.0,EEEF BELMIRA ARRUDA ALCOFORADO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515930.0,Sertãozinho,25070533.0,E M E F ULISSES MAURICIO DE PONTES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515971.0,Sobrado,25090356.0,EMEIEF JOSE MARINHO FALCAO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2515971.0,Sobrado,25090666.0,EEEFM SENADOR HUMBERTO LUCENA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2515971.0,Sobrado,25113771.0,EMEF JOAQUIM BRAZ PEREIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2515971.0,Sobrado,25127926.0,ESCOLA MUNICIPAL DE ENSINO FUND PROF BERENICE SOARES MONTEIRO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516003.0,Solânea,25060376.0,ECIT ALFREDO PESSOA DE LIMA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516003.0,Solânea,25060384.0,EEEFM CELSO CIRNE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516003.0,Solânea,25060392.0,EEEF PE GERALDO DA S PINTO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516003.0,Solânea,25060724.0,EMEF PE IBIAPINA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516003.0,Solânea,25118820.0,EMEF JOSE MENINO DE OLIVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516102.0,Soledade,25058304.0,ECIT DOUTOR TRAJANO NOBREGA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516102.0,Soledade,25058371.0,EEEFM E EJA PADRE JOSE ANTONIO MARIA IBIAPINA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516102.0,Soledade,25058770.0,EMEF PROF LUIZ GONZAGA BURITY,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516151.0,Sossêgo,25056581.0,ECI EEFM JOSE VITORINO DE MEDEIROS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516151.0,Sossêgo,25110438.0,EMEF MANOEL DELMIRO FERREIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25018060.0,EEEFM IZIDRA PACIFICO DE ARAUJO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516201.0,Sousa,25018078.0,EEEF ANDRE GADELHA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25018124.0,EEEF BATISTA LEITE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25018140.0,EEEFM CELSO MARIZ,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516201.0,Sousa,25018183.0,EEEFM ESTEVAM MARINHO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516201.0,Sousa,25018191.0,EEEFM FRANCISCO CICERO SOBRINHO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25018221.0,EEEF CONEGO JOAO CARTAXO ROLIM,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25018256.0,EEEF DE DEMONSTRACAO DE SOUSA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25018272.0,EEEFM PROF DIONE DINIZ OLIVEIRA DIAS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516201.0,Sousa,25018299.0,EEEF FRANCISCO CARLOS DE VASCONCELOS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516201.0,Sousa,25018485.0,EMEFM MARIA ESTRELA DE OLIVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25018582.0,ENE JOSE DE PAIVA GADELHA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516201.0,Sousa,25018590.0,EMEIEF PAPA PAULO VI,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25018639.0,EEEF DR THOMAZ PIRES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516201.0,Sousa,25019066.0,EMEFM JOSE REIS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25019120.0,EMEF ROMULO PIRES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25019147.0,EMEF SINHA GADELHA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516201.0,Sousa,25019228.0,EEEFM ANTONIO TEODORO NETO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516300.0,Sumé,25049496.0,ECITE JOSE GONCALVES DE QUEIROZ,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516300.0,Sumé,25049577.0,UMEIEF PRESIDENTE VARGAS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516300.0,Sumé,25049631.0,UMEF PADRE PAULO ROBERTO DE OLIVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516300.0,Sumé,25049810.0,UMEIEF GONCALA RODRIGUES DE FREITAS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516300.0,Sumé,25050370.0,UMEIEF JOSE BONIFACIO BARBOSA DE ANDRADE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516300.0,Sumé,25111353.0,ESCOLA AGROTECNICA DEPUTADO EVALDO GONCALVES DE QUEIROZ,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516409.0,Tacima,25060996.0,ECI DR TERCILIO TEIXEIRA DA CRUZ,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516409.0,Tacima,25061003.0,EEEF PEDRO TARGINO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516409.0,Tacima,25061224.0,EMEF MARIA DO CARMO DE SOUSA PINHEIRO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516409.0,Tacima,25061321.0,EMEF JOAO EMIDIO DOS SANTOS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516409.0,Tacima,25061348.0,EMEF E SUPLETIVO TERLOPEDES CRUZ,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516508.0,Taperoá,25050435.0,ECIT MELQUIADES VILAR,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516508.0,Taperoá,25050486.0,EEEFM FELIX DALTRO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516508.0,Taperoá,25050648.0,EMEF ODACY VILAR,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516508.0,Taperoá,25050923.0,EMEF CEL PEDRO DE FARIAS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516508.0,Taperoá,25114255.0,EMEF MANOEL DE FARIAS SOUZA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516607.0,Tavares,25037226.0,ECI ADRIANO FEITOSA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516607.0,Tavares,25037234.0,EEEFM POVOADO SILVESTRE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516607.0,Tavares,25037439.0,ESCOLA MUNICIPAL DE EDUCACAO BASICA REUNIDA PADRE TAVARES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516607.0,Tavares,25037498.0,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE NASCIMENTO DA SILVA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516607.0,Tavares,25037510.0,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA AMELIA DA CONCEICAO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516607.0,Tavares,25037536.0,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA ROSA DA CONCEICAO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516607.0,Tavares,25037676.0,ESCOLA MUNICIPAL DE EDUCACAO BASICA SEBASTIAO BARROS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516706.0,Teixeira,25037803.0,ECIT SEBASTIAO GUEDES DA SILVA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516706.0,Teixeira,25037846.0,EEEFM DR MANOEL DANTAS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516706.0,Teixeira,25037960.0,EMEF JOSE ELIAS DE AMORIM,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516755.0,Tenório,25041436.0,EMEF JOAO DE FONTES RANGEL,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516805.0,Triunfo,25012185.0,EEEF ANTONIO FRANCISCO DUARTE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516805.0,Triunfo,25012207.0,ECI EEM BERNARDINO JOSE BATISTA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516805.0,Triunfo,25012460.0,EMEF JOSE ADRIANO DE ANDRADE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2516904.0,Uiraúna,25012916.0,ECIT DOUTOR JOSE DUARTE FILHO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516904.0,Uiraúna,25012924.0,EEEFM JOVELINA GOMES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2516904.0,Uiraúna,25012959.0,EEEF ERNANI SATIRO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516904.0,Uiraúna,25012967.0,EEEF MONS CONSTANTINO VIEIRA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2516904.0,Uiraúna,25013238.0,EMEIEF BENEVENUTO MARIANO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516904.0,Uiraúna,25013548.0,EMEIEF LICA DUARTE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2516904.0,Uiraúna,25123220.0,EMEIF FRANCISCA GOMES DA SILVA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2517001.0,Umbuzeiro,25084950.0,ECIT PRESIDENTE JOAO PESSOA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2517001.0,Umbuzeiro,25085522.0,ESC MUL MARIA PESSOA CAVALCANTE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2517001.0,Umbuzeiro,25085573.0,GR MUL JOAO INACIO CATU,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2517001.0,Umbuzeiro,25085778.0,ESCOLA MUNICIPAL MARIA BARBOSA DE SOUZA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2517001.0,Umbuzeiro,25128400.0,EMEF II CORONEL ANTONIO PESSOA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2517100.0,Várzea,25040600.0,ECIEEM ODILON DE FIGUEIREDO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2517100.0,Várzea,25040715.0,EMEIF SANDOVAL RUBENS DE FIGUEIREDO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2517209.0,Vieirópolis,25019740.0,ECI EST EM MARIA MOREIRA PINTO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2517209.0,Vieirópolis,25019775.0,EMEF AGRIPINO FERNANDES DAS CHAGAS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2517209.0,Vieirópolis,25019791.0,EMEF NOEL ALVES DE OLIVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2517209.0,Vieirópolis,25126342.0,EEEF ANTONIA MARIA ANUNCIACAO DONA DONINHA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2517407.0,Zabelê,25048368.0,EEEFM PROF MARIA CELESTE DO NASCIMENTO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2517407.0,Zabelê,25048767.0,EMEIF MARIA BEZERRA DA SILVA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2500106.0,Água Branca,25033158.0,EMEIF MAE IAIA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500205.0,Aguiar,25023578.0,EMEF JOANA LACERDA LEITE,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500205.0,Aguiar,25023705.0,EMEF AMELIA ARANTES LEITE,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500205.0,Aguiar,25023772.0,EMEF DOZINHA BENTO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500205.0,Aguiar,25128930.0,EMEIEF ADVOGADO HORACIO RAMALHO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500304.0,Alagoa Grande,25062654.0,EEEF APOLLONIO ZENAYDE,Estadual,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500304.0,Alagoa Grande,25062921.0,EMEIF JOAQUIM CLEMENTINO DA SILVA FREIRE,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500304.0,Alagoa Grande,25063081.0,EMEIF ANNA ELISA SOBREIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500304.0,Alagoa Grande,25063120.0,EMEIF ENEAS CAVALCANTE,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500304.0,Alagoa Grande,25063146.0,EMEIF JOSE FERREIRA DE PAIVA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500304.0,Alagoa Grande,25063154.0,EMEIF PROFESSOR JOSUE GOMES DA SILVEIRA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500304.0,Alagoa Grande,25063189.0,EMEIF PROFESSOR GERALDO COSTA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500403.0,Alagoa Nova,25063278.0,EMEIEF E CASA DA CRIANCA MENINO JESUS,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500403.0,Alagoa Nova,25063510.0,EMEIEF SANTA LUZIA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500403.0,Alagoa Nova,25063537.0,EMEIEF JOAO XXIII,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500403.0,Alagoa Nova,25063545.0,EMEIEF PAULO ANTONIO GAIAO,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500403.0,Alagoa Nova,25063596.0,EMEIEF PADRE ABDIAS LEAL,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
PB,2500403.0,Alagoa Nova,25063626.0,EMEIEF DR FERNANDO CUNHA LIMA,Municipal,IDEB_ANOS_INICIAIS_PB,Anos INICIAIS
